,text,airline_sentiment
13229,@americanair how am i supposed to cancelled flight it if i cannot do it online?  i do not want to lose all the funds on the ticket.  help!!! :(,negative
13230,@americanair poor customer service is just unacceptable.. also how bout the surfer on the front of your website. noloveforsurfers pretend,negative
13231,@americanair i need help!  I am trying to cancelled flight a flight before it takes off but i cannot get a hold of anyone because all lines are busy.,negative
13232,@americanair it is always nice coming home but i wish you had fly laxmad and keep me away from iberia  goingforgreat,positive
13233,@americanair trying  to cancelled flight fligt 2321 ohare to dallas 12:17pm. high call volume no one answer. online no confirmation. thanku,negative
13234,@americanair no i was not given the choice by the rep meelan (uk aa contact center) to escalate flight to a supervisor and had to book with change,negative
13235,@americanair retrain in customer service first make proper adjustments when cancelled flightling flights. own up to your mistakes.,negative
13236,@americanair wish you had a better mobile app.  you should look at the app from @united as it is much more seemless to check in,negative
13237,@americanair delayed flight six hours. missed international connection extra night in a hotel and still have to pay for a 15lb surfboardbag,negative
13238,@americanair dmed the name,neutral
13239,@americanair no vouchers 4 cancelled flighted flight due 2 weather. todays issue broken tire. no vouchers cause tire was broken by weather. nomoaa,negative
13240,@americanair worst airline! you cancelled flight our flight and do not even let us know even though we are traveling with children.,negative
13241,@americanair long mait. repair wait at gate  capt said paperwork formality forced to check bag rudelyreturning cc reader does not work,negative
13242,@americanair one hour to check in is 45 minutes too long. mia fail.,negative
13243,@americanair thx for showing me that your twitter appreciates me more than your employees. sure another airline would like my 1300 nohotel,negative
13244,@americanair thanks! a response is better than nothing at all ahem @usairways,positive
13245,@americanair i cannot get through to a customer rep to help me out. this is the only option i have got.,negative
13246,@americanair those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!,positive
13247,@americanair flight 353,neutral
13248,@americanair she could even see that i had tried to make the transaction but would not offer me the price I would tried to purchase it at.,negative
13249,@americanair @usairways madam if you have a complaint you should visit our customer service desk sees line 45 people deep,negative
13250,@americanair @united we will have time and they are not doing a damn thing. I am the guy in the winter hat and frowny face,negative
13251,@americanair so much for status ep and 1.5 million miles.  revenue first class ticket and im sitting in coach thanks your rude cs staff,negative
13252,@americanair @united just deplaned at ohare gate k13. why do not you send a customer service rep to discuss my situation? god knows...,negative
13253,@americanair i dmd you. anything you can do?,negative
13254,@americanair by the time the 2 hrs passed before i got a call back the ticket was more . it was not my fault yet i had to pay extra,negative
13255,@americanair this is all i gotta say to you all amp; your staff... for real ,negative
